Client,30 Day Check-in,60 Day Check-in,90 Day Check-in,Activation Date,Assigned AM,Assigned CSA,Average MRR,Billing MRR,Client Code,Client_URL,Contract End Date,Contract Start Date,Customer_ID,Graduation Date,Graduation Status,Last CBR Date,Last Contacted Date,Notes / sentiment,Odin MRR,PSA Web MRR,Payments MRR,Payments Rev Share,Projects,Rev.io Product,Status,Tasks,Tigerpaw MRR,Type
Vodafone Iceland,,,,"June 13, 2023 8:00 PM (EDT)",,Jakob Champion,"$2,264.14",$0.00,VODAFONE,VODAFONE,"June 12, 2024 8:00 PM (EDT)","June 13, 2023 8:00 PM (EDT)",21006,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,"$2,205.00",$0.00,$0.00,,,Odin,Active,,$0.00,
BBH Connectivity Inc,,,,"June 29, 2015 8:00 PM (EDT)",,,"$2,161.59","$2,190.87",BBHINC,BBHINC,"June 28, 2018 8:00 PM (EDT)","June 29, 2015 8:00 PM (EDT)",1096,,,"March 31, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
Richmond Security,,,,"September 9, 2026 3:18 AM (EDT)",rinor.berisha,Katerra Stephenson-Greenwood,"$2,041.33",$0.00,RICHMONDSECURITYPSA,RICHMONDSECURITYPSA,"September 9, 2026 3:18 AM (EDT)","July 27, 2026 8:00 PM (EDT)",22380,,,"January 16, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,"PSA Web, Tigerpaw",Active,,"$2,222.00",
North American Telecommunications Group,,,,"September 9, 2026 3:18 AM (EDT)",Olivia Sandefur,Ingrid Beard,"$1,947.54",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22046,,,"May 20, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$1,884.72",
Liberty Technology Solutions,,,,"January 10, 2023 7:00 PM (EST)",,Jamie Butler,"$2,032.51","$2,027.15",LIBERTYTECH,LIBERTYTECH,"January 9, 2026 7:00 PM (EST)","January 10, 2023 7:00 PM (EST)",1491,,,"November 21, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$64.95,,,Billing,Active,,$0.00,
Native Network,,,,"October 30, 2017 8:00 PM (EDT)",,Katerra Stephenson-Greenwood,"$2,161.08","$2,150.00",NATIVENETWORK,NATIVENETWORK,"October 29, 2020 8:00 PM (EDT)","October 30, 2017 8:00 PM (EDT)",1182,,,"January 31, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
"Vision CTS, LLC",,,,"June 27, 2016 8:00 PM (EDT)",,,"$2,162.95",,VISIONCTS,VISIONCTS,"June 26, 2019 8:00 PM (EDT)","June 27, 2016 8:00 PM (EDT)",1128,,,"February 4, 2026",,,,,,,,"Billing, Payments",,,,
"Kinetic VoIP, Inc",,,,"January 24, 2018 7:00 PM (EST)",,Katerra Stephenson-Greenwood,"$2,145.81","$2,146.39",KINETICVOIP,KINETICVOIP,"January 23, 2021 7:00 PM (EST)","January 24, 2018 7:00 PM (EST)",1149,,,"April 8, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
VoPro,,,,"December 22, 2024 7:00 PM (EST)",,Ingrid Beard,"$2,145.13","$2,135.16",VOPRO,VOPRO,"December 21, 2027 7:00 PM (EST)","December 22, 2024 7:00 PM (EST)",21960,,,"February 6, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$81.37,,,Billing,Active,,$0.00,
Digital Telecommunications,,,,"September 9, 2026 3:18 AM (EDT)",,Ingrid Beard,"$2,171.72",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22086,,,"June 11, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$64.18,,,Tigerpaw,Active,,"$2,171.72",
Homeland Technology Group,,,,"September 9, 2026 3:18 AM (EDT)",jacob.williams,Jakob Champion,"$2,158.80",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22253,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$2,158.80",
Heritage Telecom,,,,"January 29, 2023 7:00 PM (EST)",,Jakob Champion,"$2,116.48","$2,110.88",HERITAGE,HERITAGE,"January 28, 2026 7:00 PM (EST)","January 29, 2023 7:00 PM (EST)",1497,,,"March 10, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$88.18,,,"Billing, Payments",Active,,$0.00,
TELCLOUDRESELLER,,,,"September 9, 2026 3:17 AM (EDT)",Rachael Buchtan,,"$2,607.14",,TELCLOUDRESELLER,TELCLOUDRESELLER,"September 9, 2026 3:17 AM (EDT)","September 9, 2026 3:17 AM (EDT)",21036,,,,,,,,,,,Billing,Active,,,
Electronic Specialty Company,,,,"September 9, 2026 3:18 AM (EDT)",jacob.williams,Jakob Champion,"$2,088.54",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22023,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$2,088.54",
TechSitters,,,,"October 26, 2017 8:00 PM (EDT)",,Ardit Berdyna,"$2,090.61","$2,078.98",TECHSITTERS,TECHSITTERS,"April 10, 2027 8:00 PM (EDT)","April 11, 2024 8:00 PM (EDT)",1190,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
"Area Wide Communications, LLC",,,,"September 9, 2026 3:18 AM (EDT)",jacob.williams,Justin Lee,"$2,147.15",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22427,,,"June 25, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$2,072.30",
Alarm and Communication Technologies,,,,"September 9, 2026 3:18 AM (EDT)",rinor.berisha,Jakob Champion,"$2,072.10",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22346,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$2,072.10",
Community Network Services (Thomasville),,,,"February 27, 2014 7:00 PM (EST)",,,"$2,048.65","$2,050.84",CNS,CNS,"February 26, 2017 7:00 PM (EST)","February 27, 2014 7:00 PM (EST)",1052,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
Agility Telecom,,,,"September 24, 2024 8:00 PM (EDT)",,Jakob Champion,"$2,093.19","$2,156.64",AGILITY,AGILITY,"September 23, 2027 8:00 PM (EDT)","September 24, 2024 8:00 PM (EDT)",21949,,,"July 8, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$47.08,,,Billing,Active,,$0.00,
"SBCS, Inc.",,,,"August 4, 2024 8:00 PM (EDT)",,Ingrid Beard,"$2,046.13","$2,025.98",STANDARDBELL,STANDARDBELL,"August 3, 2027 8:00 PM (EDT)","August 4, 2024 8:00 PM (EDT)",21059,,,"June 4, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$131.42,,,Billing,Active,,$0.00,
Arcomm Communications,,,,"September 9, 2026 3:18 AM (EDT)",Blaine Villafuerte,Justin Lee,"$2,094.67",$0.00,ARCOMMPSAPSA,ARCOMMPSAPSA,"September 9, 2026 3:18 AM (EDT)","May 26, 2026 8:00 PM (EDT)",22232,,,"February 24, 2025",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,"PSA Web, Tigerpaw",Churned,,"-$1,503.52",
ACCENT Communications Services,,,,"September 9, 2026 3:18 AM (EDT)",,,"$2,054.00",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22738,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$2,054.00",
Advanced Hospitality Systems,,,,"September 9, 2026 3:18 AM (EDT)",jacob.williams,Katerra Stephenson-Greenwood,"$2,054.00",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22729,,,"November 10, 2023",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$2,054.00",
BEK Business Solutions,,,,"September 9, 2026 3:18 AM (EDT)",Sarah McGovern,Ingrid Beard,"$2,054.00",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22807,,,"May 13, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$2,054.00",
ClearPath Connections,,,,"September 9, 2026 3:18 AM (EDT)",rinor.berisha,Justin Lee,"$2,146.82",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22349,,,"July 16, 2025",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$2,051.08",
Top Hat Communications,,,,"February 27, 2018 7:00 PM (EST)",,Justin Lee,"$2,036.91","$2,038.22",TOPHAT,TOPHAT,"February 26, 2021 7:00 PM (EST)","February 27, 2018 7:00 PM (EST)",1202,,,"January 30, 2023",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
B&T Telecom,,,,"March 26, 2023 8:00 PM (EDT)",,Jakob Champion,"$2,625.00","$2,625.00",BTTELECOM,BTTELECOM,"March 30, 2029 8:00 PM (EDT)","March 31, 2026 8:00 PM (EDT)",1508,,,"April 20, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$112.22,,,Billing,Active,,$0.00,
PrimeCall,,,,"May 18, 2025 8:00 PM (EDT)",,Justin Lee,"$2,137.43","$2,146.96",PRIMECALLCOMM,PRIMECALLCOMM,"May 17, 2028 8:00 PM (EDT)","May 18, 2025 8:00 PM (EDT)",21965,,,"February 18, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,-$9.86,,,Billing,Active,,$0.00,
Sunshine Communications Mgt LLC - Broadstar,,,,"October 15, 2024 8:00 PM (EDT)",Sarah McGovern,Jakob Champion,"$2,029.21","$2,009.45",SUNSHINE,SUNSHINE,"October 14, 2025 8:00 PM (EDT)","October 15, 2024 8:00 PM (EDT)",21070,,,"February 11, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,"$1,019.24",,,Billing,Active,,$0.00,
Communication Resources,,,,"September 9, 2026 3:18 AM (EDT)",Olivia Sandefur,Katerra Stephenson-Greenwood,"$2,060.58",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22668,,,"July 8, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$2,060.58",
"Kloud Communications, Inc. / VTX",,,,"February 14, 2022 7:00 PM (EST)",Ryan Burton,,"$2,111.25",$0.00,"VTX, VTX_SANDBOX","VTX, VTX_SANDBOX","March 30, 2027 8:00 PM (EDT)","March 31, 2026 8:00 PM (EDT)",1392,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$224.61,,,"Billing, Payments",Active,,$0.00,
Tel Tec Inc.,,,,"November 28, 2018 7:00 PM (EST)",,,"$2,012.79","$2,006.75",TELTECINC,TELTECINC,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",1225,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
Hinson Communications Inc.,,,,"June 10, 2025 8:00 PM (EDT)",Ryan Burton,Justin Lee,"$2,004.05","$1,136.16","HINSON, HINSONPSA","HINSON, HINSONPSA","June 9, 2028 8:00 PM (EDT)","June 10, 2025 8:00 PM (EDT)",21980,,,"December 11, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$100.63,,,"Billing, Payments, Tigerpaw",Active,,$866.70,
"The RHINO Group, Inc.",,,,"September 9, 2026 3:18 AM (EDT)",rinor.berisha,,"$2,099.56",$0.00,THERHINOGROUPPSA,THERHINOGROUPPSA,"September 9, 2026 3:18 AM (EDT)","August 24, 2026 8:00 PM (EDT)",22651,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$199.53,,,"PSA Web, Tigerpaw",Active,,"$2,099.56",
Xpedient Communications Inc,,,,"September 9, 2026 3:18 AM (EDT)",jacob.williams,,"$2,049.11",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22323,,,"June 11, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$2,049.11",
Fisher Systems Inc.,,,,"September 9, 2026 3:19 AM (EDT)",,Katerra Stephenson-Greenwood,"$1,209.75",$0.00,,,"September 9, 2026 3:19 AM (EDT)","September 9, 2026 3:19 AM (EDT)",22762,,,"January 24, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$1,071.00",
Connecticut Communications,,,,"September 9, 2026 3:18 AM (EDT)",rinor.berisha,Katerra Stephenson-Greenwood,"$1,982.30",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22206,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$1,982.30",
"WSB Computer Services, Inc.",,,,"September 9, 2026 3:18 AM (EDT)",rinor.berisha,Jakob Champion,"$1,984.50",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22056,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$1,984.50",
"Eternal Networks, LLC",,,,"June 29, 2026 12:57 PM (EDT)",,,$784.67,$0.00,,,"June 29, 2026 12:57 PM (EDT)","June 29, 2026 12:57 PM (EDT)",22577,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$784.67,
Memory Lane Computer Electronics LTD,,,,"September 9, 2026 3:19 AM (EDT)",Sarah McGovern,Justin Lee,"$1,451.78",$0.00,,,"September 9, 2026 3:19 AM (EDT)","September 9, 2026 3:19 AM (EDT)",22625,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$1,380.00",
Avalora LLC,,,,"May 27, 2026 8:00 PM (EDT)",rinor.berisha,,"$4,758.55",,"AVALORA, AVALORAPSA","AVALORA, AVALORAPSA","May 26, 2029 8:00 PM (EDT)","May 27, 2026 8:00 PM (EDT)",22979,,,,,,,,,,,"Billing, PSA Web",Onboarding,,,
Tri-Tec Communications Inc,,,,"September 9, 2026 3:18 AM (EDT)",jacob.williams,,"$1,923.41",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22794,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$1,957.76",
"Virtual Guard, Inc",,,,"September 9, 2026 3:19 AM (EDT)",,,"$1,510.23",$0.00,VIRTUALGUARDPSA,VIRTUALGUARDPSA,"September 9, 2026 3:19 AM (EDT)","June 23, 2026 8:00 PM (EDT)",22418,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,"PSA Web, Tigerpaw",Active,,"$1,970.68",
BTI Communications Group,,,,"September 9, 2026 3:18 AM (EDT)",Blaine Villafuerte,Justin Lee,"$1,896.18",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22683,,,"December 23, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$1,896.18",
Neuwave Systems Inc,,,,"September 9, 2026 3:19 AM (EDT)",,Jakob Champion,"$1,317.05",$0.00,,,"September 9, 2026 3:19 AM (EDT)","September 9, 2026 3:19 AM (EDT)",22291,,,"July 12, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$1,050.72",
Firstline Communications,,,,"September 9, 2026 3:18 AM (EDT)",,Jakob Champion,"$1,881.00",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22761,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$1,881.00",
IMC Facility Management,,,,"September 9, 2026 3:18 AM (EDT)",Olivia Sandefur,Ingrid Beard,"$1,897.25",$0.00,IMCSERVICEPSAPSA,IMCSERVICEPSAPSA,"September 9, 2026 3:18 AM (EDT)","June 29, 2026 8:00 PM (EDT)",22705,,,"May 13, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,"PSA Web, Tigerpaw",Active,,"$1,856.45",
Riello UPS Australia Pty Ltd,,,,"September 9, 2026 3:18 AM (EDT)",Sarah McGovern,Justin Lee,"$1,910.83",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22112,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$1,856.34",
Imagine Solutions,,,,"September 9, 2026 3:22 AM (EDT)",,Katerra Stephenson-Greenwood,$500.00,$0.00,,,"September 9, 2026 3:22 AM (EDT)","September 9, 2026 3:22 AM (EDT)",22227,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$500.00,
Introtel Communications Inc.,,,,"September 9, 2026 3:18 AM (EDT)",rinor.berisha,Ingrid Beard,"$1,934.82",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22259,,,"October 11, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$1,934.82",
USA Security Inc.,,,,"September 9, 2026 3:18 AM (EDT)",jacob.williams,,"$1,905.75",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22376,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$1,905.75",
NetGreene Solutions (DBA: CrossPath),,,,"January 22, 2026 7:00 PM (EST)",,,"$2,036.27","$1,787.25",CrossPath,CrossPath,"January 21, 2029 7:00 PM (EST)","January 22, 2026 7:00 PM (EST)",22914,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$271.72,,,Billing,Active,,$0.00,
Langguth America Ltd.,,,,"September 9, 2026 3:18 AM (EDT)",jacob.williams,Katerra Stephenson-Greenwood,"$1,881.00",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22254,,,"May 6, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$1,881.00",
P2 Telecom LLC,,,,"August 11, 2021 8:00 PM (EDT)",Ryan Burton,,"$1,700.00",$0.00,P2BROADBAND,P2BROADBAND,"December 30, 2027 7:00 PM (EST)","December 31, 2025 7:00 PM (EST)",1389,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.28,,,"Billing, Payments",Active,,$0.00,
ForgeOS LLC,,,,"February 27, 2025 7:00 PM (EST)",,Jakob Champion,"$2,100.00","$2,100.00",FORGEOS,FORGEOS,"February 26, 2028 7:00 PM (EST)","February 27, 2025 7:00 PM (EST)",21978,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$129.62,,,Billing,Active,,$0.00,
Razorline LLC,,,,"December 28, 2025 7:00 PM (EST)",,,"$1,506.78","$1,508.32",RAZORLINE,RAZORLINE,"December 27, 2028 7:00 PM (EST)","December 28, 2025 7:00 PM (EST)",22906,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
JES and Sons 2-Way,,,,"September 9, 2026 3:18 AM (EDT)",jacob.williams,Justin Lee,"$1,872.96",$0.00,,,"September 9, 2026 3:18 AM (EDT)","September 9, 2026 3:18 AM (EDT)",22326,,,"April 20, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,"$1,872.96",
PHDTech,,,,"June 25, 2024 8:00 PM (EDT)",,Jakob Champion,"$1,759.33","$1,750.00",PHDTECH,PHDTECH,"June 24, 2027 8:00 PM (EDT)","June 25, 2024 8:00 PM (EDT)",21051,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
Nuvias UC,,,,"September 9, 2026 3:18 AM (EDT)",,Jakob Champion,"$1,650.00",$0.00,NUVIAS,NUVIAS,"October 25, 2023 8:00 PM (EDT)","October 26, 2022 8:00 PM (EDT)",1499,,,"December 5, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,"$1,650.00",$0.00,$0.00,,,Odin,Active,,$0.00,
